tweet	sentiment
Meanwhile, all the necessary agencies are already on ground doing the needful.    	Neutral
     Movement from Barracks inward Ojuelegba bridge to connect Dormalong bridge down to Fadeyi is good. Ojuelegba bridge inward Empire towards Jibowu is also better. Officer are on ground doing the needful.    	Positive
     From Deeper Life at Ifako inward Tanterlizer to New Garage by R.Jolad Hospital is an appreciable movement down to Baale . Baale to Oworo Link Bridge is Slightly busy due to motorists making U-Turn at Baale Bridge Tip towards Iyana-oworo.	Negative
        Good movement from Carter bridge down to Leventis connecting inner and outer Marina. Broad Street to link Apongbon under bridge enroute Olowogbowo is okay.  CMS bridge descending UBA roundabout to connect Apongbon is good to go.	Positive
     Serious backlog beyond PWD at the moment. Airport bus stop is busy due to high influx and commercial activities. National inward Ikeja Along via Ajayi Farm is busy, while at Ajayi Farm inward Ile Zik through Mangoro and Cement is good.	Positive
     Vehicular movement from Iyana Ipaja, Adealu, Goye intersection enroute Dopemu ubridge to Cement is good.       	Positive
 activities. Inw Ile-Zik is good at the moment. Mangoro through Cement is equally good at the moment. Return journey is much ok through National, while towards Airport is getting busy due to alternation.    	Positive
Obalende bridge and the stretch of Ilubirin inward Adeniji is good, osborne road down to emergency point is good.	Positive
Gbagada Express way inward Car Wash and Oworoshoki is good to go.         	Positive
      The stretch of the Third Mainland Bridge, in/out is gd at the moment.   Drive within controllable speed limits.        	Neutral
    There's a brokendown tanker having  mechanical problem at Fadeyi inward Onipanu on the main carriage way. Effort is on for it's recovery while officers are on ground doing the needful.         	Positive
Acme Road inward First gate through Funmec is steady.  Adeniyi Jones inward and outward is looking good for now.         	Positive
Traffic is slow after Alapere towards Ogudu down to Iyana Oworo.  Connecting the third mainland bridge enroute Adeniji is also gradual movement, but better from Ilubinrin to link Sura and Obalende bridge. Descending to Obalende proper and Onikan proper moves slowly.	Negative
Effort is ongoing to get it out of the road. More updates shortly.            	Positive
The stretch of JK Randle Road down to Water Board is free. Cambell street towards Island Maternity Hospital and Lion Building is good to go. Free movement on Old Defence Road to connect both TBS Avenue and Catholic mission street.	Positive
      Movement around Charity and Oja Oba intersections is slow and steady, due to influx and alternation.  The stretch of Ajegunle-Abule Egba corridor both inward and outward is good.  Movement is good around Ilepo corridor.    	Positive
Officers are strategically positioned managing traffic efficiently            	Neutral
Hollandia way to Kolawole shonibare by Eleganza to navigate back to Osolo way or airport road is free.         	Positive
      The traffic along Obafemi Awolowo Way, Billings Way, Kudirat Abiola Way, Opebi Road, Ikosi Road, Aromire Road, Toyin Street, Sheraton Link &amp; Opebi-Welfare Link Bridge is calm.	Positive
      A lone accident of a Mazda Bus on Osborne road inward Alfred Rewane. Casualties taken to General Hospital whle it has backlog traffic backward Simpson bridge. Effort is on for the recovery.        	Positive
Slow movement to BOVAS filling station, steady movement to Omole junction, good movement to Afeez bus stop, slight delay approaching Excellence due to alternation. Good movement to Ogba aside bus stop activities, good movement to Caterpillar, Odo eran, Wemco, 	Positive
Bogije to Eleko is a bit slow but moving due to ongoing construction where counterflow is ongoing as a result.  Eleko to T-junction is good likewise on the return journey from T-junction to Eleko.       	Positive
Fagba intersection to Ishaga is good  Ishaga round about to Elliot is also good,  Toyin/Agbado-crossing Rd is steady, return to Fagba intersection is good.	Positive
*FlashUpdate* Military Officers are carrying out their routine parade at Officer's Mess inw Bonny Camp and also at Flag House inward CMS with adverse effect on traffic at the moment.      	Negative
but faster inward Oluwaga for now.    	Neutral
The Return journey still relatively calm from Iyana School down to Mile 12.       	Positive
      Charity Inward and outward Abbattoir is good to go.  Charity Inward Social club Rd is good but slightly busy on the return journey due to alternation.   Charity connecting Abule egba MOBIL is equally calm.	Positive
Mubostic inward Canoe is steady but approaching Canoe proper is slow up to  Alhaji Lukman atobajeun and Swimming pool Hollandia way to Eleganza enroute Jesus house to connect Osolo-way is in good shape.	Positive
However, there is a break down of a truck at Salolo inward Tollgate at Salolo inward Toll gate, Driver not sighted at the moment to ascertain the fault and it has no effect on traffic.    	Negative
11:10AM]      From under bridge in and out of Ado road is good to go.  Under bridge to Adesanya is good likewise Adesanya connecting Ogombo is also good.  Adesanya stretch to Olokonla, Ogidan to ShopRite is good likewise Majak towards Awoyaya, 	Positive
    Movement from Odogun inw Owodeonirin, OwodeElede, Mile12 down to Ajelogo in and out is looking good.  Mile12 inward Kosofe is good. Movement from Kosofe inward Mile12, Owode Elede down to Odogun good.    	Positive
It’s free on the return journey through third mainland bridge back to iyana Oworo and Tollgate. Steady flow from secretariat to CMD road, same as from Otedola to Berger.    	Positive
       This is the present situation at Nurudeen Olowopopo. Full recovery is expected to be carried out soon.     	Positive
        Adekunle inter-change Onward journey Ilaje is slow  Ilaje to Iyana-oworo enroute Olopomeji is Slow Iyana oworo Inward Gbagada Express is steady Gbagada Express inward Car Wash is also steady Gbagada Bridge End towards Oworoshoki is ok	Positive
        An overnight impediment of a HCB having a mechanical fault at Ikeja Along inward Ile Zik on the BRT corridor and occupying about 50% of the road leaving just a lane for vehicular movement.	Neutral
ajegunle,thomas,irawo, weighbridge,owodeonirin,owodeElede,mile12 to Kosofe is good to go.           	Positive
5:13PM]           Vehicular movement from Isheri Roundabout inward Power Line, Diamond Estate, Idowu Egba, Odo Eran, Lanre, General Hospital down to Igando phase 1, is good, but from Igando phase 1, inwards Igando phase 2, is a moving traffic.	Positive
        A broken down loaded trailer at Ifako bridge inwards Ogudu having rear spring tyre issue, it can not be towed, mechanic working on it and presently not affecting traffic.  Please drive with caution on approach.    	Negative
     Good along Kudirat Abiola Way, Billings way, Ikosi road.  Opebi link bridge inward Adebola, Salvation, Sheraton link bridge, Opebi U-Turn is good.  Allen Avenue is a little bit slow from UBA towards Allen intersection.	Positive
         Movt in and out Kudirat Abiola way, Billings way, Ikosi road, Opebi link bridge, Adebola house, Salvation, Sheraton link bridge, Opebi U-Turn, Toyin Round About, Custom, Allen Avenue, Obafemi Awolowo way and Aromire road is good.	Positive
Karounwi to kilo down to Masha is steady likewise Adelabu to Masha roundabout connecting Onilegogoro down to Stadium.      	Negative
It's not the primary assignment, there must have been a contravention of traffic law first, after which they are obligated to check the vehicle's documents.	Positive
     Vehicular movement from Iyana School to kosofe down to Mile 12 is busy but moving steadily.  Also, movement from Ajelogo down to Mile 12 under bridge is busy but moving steadily which is due to a program that is organized by the Mile 12 Market,	Positive
       Traffic is gd from Odogunyan thru White House, Saw Mill, School Gate, Banuso, Sabo and Ikorodu R/Abt.  Traffic is still gd thru Benson, Haruna, Agric, Ogolonto, Majidun, Itowolo and Odogun.       	Neutral
NNPC inward Canoe is okay aside alternation delay by Canoe roundabout.     	Positive
There are no impediments on these roads         	Neutral
    Commercial vehicles are one of the major problems with traffic management in Lagos. How do you think this can be solved?  Share your thoughts in the comment section.      	Positive
Return journey is slow approaching Egbeda intersection and good towards Mosalasi. Egbeda intersection inward Akowonjo is slow.   Traffic is good from Iyana Dopemu inward Cement through Mangoro to Ile Zik  Sule junction to connect Ile Zik is also good to go	Positive
Oshodi inward bolade is slightly busy due to the alternation at bolade u turn.   The return journey from Bolade to olupese, cappa, ilupeju bypass to olorunshogo is still okay  Movement coming from moshalashi inward luth down to mushin still okay for now.	Positive
kosofe, Ileile, Ikosi junction ketu, fruit market, ojota lnterchange inward ojota proper is very free for now.  No record of impediment for now.           	Positive
Jesus House to Eleganza enroute Ajibade Babatola to Canoe and NNPC is slow due to high influx of, commercial activities and alternation at Canoe r'abt.       	Negative
The return journey back to Cele inward Ago roundabout is also busy.  Movement inward Pako/Chemist is also busy due to evening rush.       	Positive
       The vehicle involved in the earlier reported lone accident at Super, inwards Abule Egba has now been taken off the road.  The road is now open to use for motorists.         	Positive
    It’s still very encouraging on the stretch of Idimu/Egbeda rd down to Iyana Ipaja but expected to be busier later. One lane policy at Baba oba,  and Celiat bus stop, due to  NNPC and OANDO filling station dispensing fuel.  	Negative
Obanlende bridge inward Simpson under bridge is good and the stretch of Ilubirin inward Adeniji, Adekunle on 3rd mainland bridge is good. Osborne road inward emergency poin is good.  There are no Impediments on these roads at this hour.   	Positive
      Movement from UBA down to Cathedral is good for now.  Free flow from Outer Marina to connect Inner Marina.  Cathedral down to NITEL intersection is free.  NITEL connecting Outer Marina by State House is free.	Positive
Iganmu bridge inward Ijora Sifax, Ijora bridge, Ijora 7up roundabout is moving appreciably, Total bridge inward Ijora Olopa is gtg likewise the return journey inward Ijora oloye &amp; High bridge. Total bridge inward Iganmu &amp; Costain is moving steadily.     	Positive
PRESS RELEASE  LASTMA RESCUES ANOTHER 3 SERIOUS ACCIDENT VICTIMS AT DOPEMU AREA OF LAGOS.  Operatives of the Lagos State Traffic Management Authority (LASTMA) today rescued another 3 serious accident victims at Dopemu underneath the bridge inward Iyana-Ipaja area of Lagos. 	Negative
Better movement towards Moshalashi, Gate, Baruwa U-turn and Opeki.  Return journey is good up to Alagutan and slow approaching Iyana ipaja round about, Good towards Alagba.  Mosalasi towards Egbeda intersection and Isheri round about is okay.	Positive
Good towards Gbagada Express. Gbagada Express inward Car Wash is slow while towards Oworonshoki is good.         	Positive
Civil defence, Shoprite, Coca-Cola junction, and Radio is busy approaching Allen intersection is also busy due to alternation by the traffic light at Allen.  Balogun is good to go. Olowu is busy due to massive turning at Olowu junction.	Positive
Ibeh road, Apata inward Transformer  junction to Ilasa Ubridge is slow in and out,  Abimbola way inward Limca junction is good   Cowbell to connect Ilasa Ubridge service lane is good to go,  Oke afa, Pako, Kogberegbe, Ile Ibadan, Ishaga, college, Omonide, Aiye,	Positive
    A 40ft container laden truck fell at Sawmill inward Dopemu under bridge,it's occupying 90 percent of road . Our men are on ground doing the needful as  Effort is on for recovery.         	Neutral
      Movement from Elliot to Ishaga roundabout is smooth.  Toyin in/out is moving steadily at this time.  Onward journey from Ishaga roundabout to Lonlo is fine. Lonlo to Fagba intersection is a slow movement due to alternation at the intersection.	Positive
    The stretch of Mobolaji Johnson, Billings Way and Secretariat intersection is ok for now.       	Positive
      A car has broken down with rear tyre problem, just in front of Stanbic bank, inwards Shasha. Resultant backlog of traffic is currently at Akowonjo roundabout. Effort is currently being made to get it out of the roadway.     	Negative
Total bridge inward Iganmu and Costain is in good shape but ijora inward Alaka is steady around Iganmu due to the impediment of a truck laden with 40ft container tilted on one side occupying about 50%  of the road  The rest of the stretch is moving freely inward Alaka.	Positive
 Igbosere and linking Bamgbose Street.  Good movement on Bamgbose to connect back to Campos Square and Tinubu Square this morning.  Good on Odunlami toward Campos Square, heading toward Obalende through Igbosere is calm traffic wise.	Positive
Good movement on the return trip from Otedola back to Kara. Good movement on Oba Ogunnusi road from River valley to VIS. Slight delays at VIS corridor due to alternation and massive turning. Better movement inward Omole junction aside alternation.	Positive
Good movement to Excellence asides the alternation delay.  Good movement to Omole junction asides the alternation delay.  Good movement to Grammar school, steady movement to VIS, good movement to River valley to Isheri Olowora.	Positive
      Elliot to Ishaga round about is gtg. Agbado crossing/Toyin Rd is moving well. Ishaga to Alamutu turning is free.  Onward journey is busy to Fagba intersection.  Outward journey is looking good. Olayiwola to railway level crossing is free.	Positive
No record of impediment for now.           	Neutral
      Inward and Outward of third mainland bridge is good. Traffic is slow from Carwash towards Ogudu and Alapere due to lengthy queue at Oando Filling station. Alapere towards Tollgate and Otedola is an encouraging movement.	Positive
Return journey from Ojota back to Ikorodu is good.    	Positive
     From Odogun, Ajegunle is gtg, approaching Thomas inward Irawo, Weigh Bridge, Owode Onirin is a moving traffic due to Enyo &amp; Mobil filling station at Owode Onirin dispensing fuel, Owode Elede, Mile12, Underbridge inw Ajelogo in and out is gtg.	Negative
  Traffic is busy from Independent bridge inward Bonny Camp as a result of Fuel queue that generated from Mobil filling station dispensing fuel.  However, there’s better movement upward Eko hotel. Our men are visible along the stretch controlling traffic.  	Positive
The traffic signal lights are functioning at their various locations within the areas of coverage; Allen Intersection, Adebola House, Salvation Junction, Welfare Junction, Ikosi Junction and Clay Junction specifically.      	Neutral
The Return journey from Epe down to Eleko is good while little traffic at the construction site of Alawun Frajend and Baba Adiza.  All other areas remain cool and calm. No impediment sighted.         	Positive
     Good movement from kosofe to lyana school while from lyana school to Ileile, Ikosi junction is in good shape same as from Ikosi junction ketu to fruit market, ojota lnterchange inward ojota proper is looking good.	Positive
      Movement from Marine beach bridge inward journey area B en-route Point Road is good, while Area B to connect Airways down to eleganza round about is also good.  Moving from Eleganza to connect Etisalat down to Mr Biggs,  Wharf Gate is steady.	Positive
      Drive carefully as the road is free coming inward Lagos(Berger) from Opic and Kara. Berger enroute Tollgate is free but traffic is slow on Ojota bridge to China town and Alapere due long queue of fuel at Alapere. 	Positive
       A multiple crash has occured between a Toyota Venza and Sienna  on Ibeju bridge connecting Epe.  Effect on traffic is obvious, however effort towards evacuation has commenced.          	Neutral
Odoyalaro inward Ojota to Interchange is good.  Interchange inward Kosofe to Mile12 is good.  Mile12 inward Owode elede is better.  Owode Elede inward OwodeOnirin is slow due to pedestrian crossing and cart pushers.       	Positive
It's slow towards Edmond Crescent and WAEC junction.        	Negative
        Boundary roundabout is relatively calm, Mobil road inward Marine Beach intersection is still good to go despite queues of vehicles at Mobil filling Station, Movement from Sifax through 7up bridge inward Total is good to go.	Positive
Good descending CMS bridge toward Cathedral and  Odunlami except for alternation delay at Cathedral.   Campos Square linking Igbosere is good down to Kam-salem House.  Free on Broad Street from General Hospital toward Freedom Park, First Baptist Church, Book Shop House 	Positive
We have high influx of tankers on one lane from Sifax thru 7up bridge to connect the depot via Total ubridge.  However, from Total all thru to Area B is good.       	Positive
 Baruwa U-turn, and good movement to Opeki. Return journey is a slow movement on approachng Baruwa U-turn and Gate, while better movement to Water. Water towards Mosalasi and approachng Alagunta is a slow movement, while better movement to Iyana Ipaja 	Positive
Due to the nature of the fault, the breakdown will be fixed on the spot.  Traffic is being managed effectively at the moment. More Updates Shortly.           	Positive
Grammar School inward VIS is a slow moving traffic due to massive turning at VIS coupled with fuel queue at NNPC.      	Negative
Ascending Jubilee bridge towards Super is good. Descending Jubilee bridge towards Abule egba is busy due to fuel queue and vehicles navigating Santos Avenue.         	Positive
Traffic gets slow leaving Odogun inw Ajegunle to Irawo, then better thru Rasco, Owode approaching Mile 12.  Slow from Mike 12 inw Kosofe, Iyana School and Ketu.  Traffic is better leaving Ketu inw Ojota interchange and Ojota B/Stop.       	Positive
      Vehicular movement from Otedola bridge connecting Secretariat to Toll gate is good to go Tollgate inward Motorway, Estate alapere, Ogudu, Ifako down to Car wash is okay likewise Car wash inward Island.	Positive
at Joy avenue and Awoniyi elemo junction.  Apakun inward/outward International Airport is good on the main carriage way while the service lane is busy inward Ajao gate due to alternation by Lateef Salami, Olutosin Ajayi and Awoniyi Elemo junctions respectively.	Positive
       Movement from Nitel inward Total is good to go, but return journey is slow. Total inward Isokoko connecting National Mangoro is free, thereturn journey is a steady movement.	Positive
Return journey from Dopemu under bridge inward Cement, Mangoro, Ile zik all through Ikeja Along is good. National towards Airport turning is busy.    	Positive
Transloading is yet to begin. Effect on traffic is yet to be confirmed. More Updates shortly.            	Positive
Chemist inw Pako is good, likewise return journey also. Ago Palace Road both in and out of Apple junction is slow. Inner part of Ire Akari to Osolo Road is good, same with return journey. Ibeh Rd Apata inw Transformer junction down to Ilasa under bridge is good, 	Positive
    Traffic is gathering momentum from Iddo bridge inw Eyin Eyo. Free flow of traffic inw Balogun street connecting Martin street fir now, while from Tinubu Square enroute Nnamdi Azikiwe street connecting Tom Jones intersection is good for now.	Positive
     A Tipper has just broken down under the Jubilee Bridge, Ajah, inw Addo Badore Rd, slightly affecting traffic.  Effort is on to get it off the road, while Men are strategically located.        	Negative
approaching Adedemi is busy due to the high influx coupled with the alternation.   Movement inward church round about is steady. Movement inward oluwaga is good but approaching Amule  is busy to megida layby but it is a better movement inward ayobo round about.	Positive
     There's a brokendown tanker with shaft problem ascending Ojuelegba bridge inward Fadeyi. Effort is on for recovery as a lane is available. Officers are on ground doing the needful.         	Positive
Aye junction inward Aswani is good to go likewise return journey,  Daleko bridge inward Palm avenue junction is good to go likewise return journey,	Positive
LASAMBUS has been informed for immediate intervention. More updates shortly            	Positive
Inner part of Nwachukwu Drive to connect Cele is slow but the return journey is good.  Ago Palace Road both inward and outward journey Apple junction is good.       	Positive
Olayiwola to NNPC filling station is good to go. Movement onwards to fagba intersection is moving steadily,outward movement is very okay.  Traffic inward  ishaga round about is slow, from Balogun bus stop upward to ishaga round about to Elliot is moving well.	Positive
Water Board to State House is free.  The stretch of Broad street  from General Hospital is good down to the tip of  Apogbon, slight delay before exiting Broad Street to Apogbon under bridge.  Good  movement descending CMS Bridge towards Cathedral, Odunlami, Campos Square 	Positive
The entire stretch of Igbosere road from Campos mini stadium, City Hall, High court inward Obanlende is still good.    	Positive
Dopemu bridge inward Akowonjo round about, ShaSha round about, Cele, Shobo, Kwara, Jimoh, Vulcanizer, Micom, Bakery, Ogunlana to connect Egbeda is all good Return journey from Egbeda to Lagos Abeokuta express way and Dopemu, Swipha, Oniwaya, Agbotikuyo axis is good.	Positive
"    ""Vehicles Have No Brain, Use Your Own"".                               "	Positive
      A fallen street light at middle of the road by Barracks bus stop inward Ojuelegba bridge that needs urgent attention by     We implore motorists to drive with caution on approach.          	Positive
     Traffic in and out of Awolowo Rd Ikoyi is quite slow due to the queues at the major Petrol Stations dispensing Petrol.   Men strategically located doing the needful.            	Negative
Total filling station inward Alapere, Ogudu, Ifako is good.         	Positive
In and out of IleEpo is also  good aside slight delays by IleEpo proper from Super due to vehicles navigating General Hospital Rd coupled with commercial activities.  Better down to Abule egba.         	Positive
        Costain inward Iganmu is ok, Iganmu bridge inward Alaba suuru is moving appreciably likewise the return journey, Iganmu inward Ijora is moving well but a bit busy inward Ijora sifax, Alaka inward Ijora is having a lane occupied 	Positive
     Slow movement from Otedola to Oando filling station due to the queue on the road.  Good movement to Berger bus stop, better movement to Kara, the return jounery from kara into lagos is good to go.	Positive
          Your message is noted, we will contact the officers around that location and also inform the LRU. Thank you!	Neutral
Movement from Meiran to Kola, Alakuko, Ajegunle, Tollgate is good.	Positive
Fagba enroute Ishaga is better, same as the return journey back to Station, then slow to Fagba point.  Fagba towards Agege is good.    	Positive
Moshalasi roundabout inward Pako, Akinogun, Federal, Estate roundabout is good to go. Further movement to Estate gate, Abule Egun is good.  Return journey from Abule Egun down to Baruwa is steadily moving, due to the alternation at roundabout.	Positive
and slower approaching Adekunle enroute Adeniji.  It’s fair at Ilubirin, and faster towards Sura, Obalende bridge, Onikan r/about and Flag house for now.  Return journey through third mainland bridge back to Tollgate and Berger is good.    	Positive
       A lone accident of a loaded Truck with ply-woods ascending the Tsunami bridge.   is already on ground for evacuation. 	Neutral
      Traffic is gd leaving Sango thru Amje, Alakuko, Moshalashi, Kola where budding Commercial activities might slow you down a bit.  Gd traffic inw Casso, Adura, Salolo, Meiran and Ijaiye.       	Negative
     An accident report of a Mazda bus with a brake failure at Berger bus stop inward kara. One person sustained a leg injury. More updates shortly.            	Positive
Officers are very much on ground at their various duty point doing the needful.   No record of impediment of any kind at the moment.           	Positive
Odunsi, Ilaje down to Pako is good. Pako Intersection is slow due to alternation. Pako inw Unilag Gate down to Abule Oja is good. Same applies to the return journey.    	Positive
Connecting Obafemi Awolowo Road from Barrack, Civil Defence, Shoprite, Coca Cola junction, Radio is good to go, just a slight delay by the traffic signal light   Approaching Allen intersection is busy Balogun is good to go,  Olowu is busy due to the turning at Olowu junction.	Positive
Ascending and descending Jubilee bridge is good.   No record of Impediment on ground.  Officers are on ground doing the needful accordingly.           	Positive
 The breakdown has been towed off by the owner, faster movement is expected along the corridor.  	Negative
there is an appreciable movement from omole inward excellence,ogba all through to odoeran.  The return trip from odoeran back to omole is equally  doing the needful accordingly.           	Neutral
     Traffic is gd from Ojota bus stop thru New Garage, Odo Iyalaro bridge, Maryland, Independence Tunnel, Idiroko, Anthony, Obanikoro, Palmgrove, Onipan inw Fadeyi.       	Positive
to the influx of vehicle navigating through under bridge onward to Bonny camp.  Good movement on JK Randle Road toward Water Board.  No cause for alarm on Broad Street toward Apogbon exit.	Positive
    A broken down loaded Tipper having a rear borris problem on Eko bridge inw Costain, Owner yet to be sighted while it has no effect on traffic for now. Effort is on for removal.     	Negative
Traffic is gd leaving Fagba jnctn inw Fagba B/Stop, Church, Jungle, College by Ifako International, Imola, Oyemekun, Odejobi approaching Pen Cinema where budding commercial activities might slow you down a bit.        	Negative
       Traffic is gd from Ifako inw Iyana Oworo, thru Gbagada, First Pedro, Newcastle, Anthony Bridge, Barracks, Oshodi Bridge inw Charity.       	Positive
        A broken down empty iveco truck  on Agege Iyana-Ipaja road, at the middle of Alagba bridge outward Iyana-Ipaja roundabout having mechanical fault, occupying 70% of the road outward, effort is seriously going on to evacuate it.	Negative
Olowu junction is good connecting U/bridge General Hospital.    	Positive
  movement from Ile Zik inward National is busy due to the narrowed path at National and recalcitrant drivers trying to discharge passengers on the highway.	Negative
     Better movement from Kara all through to Motorways but busy approaching Ojota bridge inw China Town due to fuel queue.       	Positive
Moving traffic towards Charity and better down to Abbattoir.       	Positive
3:52PM]      There’s a serious accident presently between Ile Zik and Mangoro which involves a commercial bus and a coaster bus.  About four casualties are on ground seeking urgent medical attention. LASAMBUS unit have been contacted for 	Negative
        It's free coming from Ikorodu Garage enroute Mile12 and Maryland.  On the return journey, We had a broken down vehicle earlier on Odoyalaro bridge inward Ojota which has just been moved off, traffic now flows well.	Negative
Return journey from Ajegunle down to Abule Egba, Oja Oba, Charity enroute Abattoir is good. Good movement on the IleEpo both inward and outward.    	Positive
Good on Broad Street from General Hospital toward Freedom Park First Baptist church, Book Shop House and Tinubu Square. Further movement toward Apongbon is good but busy approaching Balogun junction toward Apongbon exit.       	Positive
Slow from Balogun junction due to return journey rush of commuters and commercial bus activities at the tip of Broad Street before exiting Apongbon proper.       	Negative
Total bridge inward iganmu and costain is moving steadily. Officers are on ground doing the needful.            	Positive
Bode Thomas junction is busy due to alternation coupled with pedestrian crossing.  Kilo inward Masha down to Onilegogoro to Shitta is good likewise the return journey.       	Positive
Akowonjo roundabout to Ogunlana at Egbeda junction is okay while return journey to Akowonjo roundabout is also traffic okey. Shasha road and environ is good traffic flow.         	Positive
      A flat body trailer loaded with iron broke down immediately after the Toll Plaza inw Lekki Phase 1, Effect on traffic for now is not much. Officers are ground managing the traffic situation while the owner is making arrangement for evacuation. 	Negative
More updates shortly.            	Positive
Acme inward First gate through Funmec is a good movement.  Fumec inward and outward Adeniyi Jones is good.         	Positive
VGC to Ajah is good. The stretch of the return journey is also good shape as well.        	Positive
Toyin Round About and Allen avenue down to Allen intersection is busy but the return journey is good movement.   Aromire road is very busy for now. Obafemi Awolowo from Balogun bus stop toward Allen intersection.	Positive
Traffic gets slow from Lonlo inw St. Kizoto and Fagba jnctn.  Olayiwola inw Amala jnctn, Ayodele approaching NNPC is gd, then a bit slow inw the railway crossing and Fagba jnctn.  Gd traffic from Fagba inw Aina, Church and Jungle.      	Negative
      Traffic leaving Ikeja Along is better, moving on thru Airport, Air-Force Base, Ladipo, Bolade approaching Oshodi where commercial activities might slow you down a bit.        	Negative
     A loaded mini truck turned on its side on Burdillon road inward Alexander roundabout with no casualty recorded. 	Neutral
        The stretch of Ajegunle-Abule Egba corridor is not bad inward and outward. Traffic is gradually building up at Oja Oba due to alternation while Charity is still very encouraging.  Inward and outward of Ilepo corridor is good	Positive
     The stretch of Osolo Way from Aiye to Mechanic village link bridge is good.  Seriki Abass to Asa Afariogun intersection where alternations is on is good.       	Positive
Total bridge inward Iganmu and Costain good.    Impediment is no where on this raods and our  men are on ground doing the needful.          	Positive
      Aside from bus stop activities at Ikorodu Garage, Agric bus stop and Ogolonto bus stop, Traffic still flow well along the stretch all through to Owode Elede for now.	Neutral
Good also descending Third Mainland Bridge toward Flag Staff House, but slow by Flag Staff House due to influx on return journey.  Mass movement on return journey from Independence bridge.      	Positive
Ganiyu smith road is still good to use linking Bamgbose. High vehicular movement on Bamgbose, Oshodi, and Tokunbo Street due to influx boycotting major routes and use inner routes to connect Third Mainland Bridge.         	Positive
slow movement to Berger bus stop due to vehicles entering into garage.  Better movement to Otedola. Slow movement from Isheri Olowora, River valley, Kosoko, steady movement to NNPC filling station.  Better movement to VIS, good movement to Grammar School,	Positive
Chevron to Igbo efon &amp; Jakande is busy but moving. Jakande to Chisco is also a busy moving traffic due to influx, alternations &amp; school activities around that corridor. Chisco to Ikate is moving fine likewise Ikate to Marwa. The RJ to Ajah is still very fine.    	Positive
Osborne road enroute Emergency point to connect Ilubirin is good. Ilubirin down to Carter Bridge is good. High Court enroute sandgrouse inward Sura is good.    	Positive
It's also a smooth drive thru Thomas, Irawo, Owode, Mile 12 thru Kosofe, Iyana School, Ketu inw Ojota interchange and Ojota B/stop.  Ojota inw New Garage, Odo Iyalaro bridge, Maryland, Independence Tunnel, Idiroko, Anthony is all gd.       	Positive
      Traffic is gd from Costain thru Iponri to Alaka.  Traffic is gd from Alaka inw Stadium, but a bit slow inw Barracks due to a Loaded Tanker that ran into the Road Median at Barracks.        	Negative
influx and speed bumps along the corridor. Yaya Abatan towards Ajayi is fair but slow moving ahead to Excellence hotel. Kayode street to connect Caterpillar is also fair but expected to be busier soon.      	Positive
Inner part of Nwachukwu drive to connect Cele is good to go , as well as return journey.  Ago palace road connecting Apple jnx, likewise the return journey is good.  Chemist inward journey Pako is good to go likewise return journey.	Positive
Mosalasi towards Egbeda intersection and Isheri round about in and out is good. Egbeda intersection inward Akowonjo in and out is good.          	Positive
      Movement is good along inner Marina road right from UBA Roundabout. NNPC Kakawa junction toward Cathedral church down to Nitel intersection is also good. Movement from State house to connect force road is good.	Positive
No record of Impediment for now. Officers are on ground doing the needful accordingly.           	Neutral
No cause for alarm on Broad Street toward Apogbon exit, little delays at some points where the road side seller display goods and vehicles negotiating to pay car park along the corridor.        	Negative
Lastma personnel immediately handed over those rescued victims to Police men from Ikotun Police Station who took them to General Hospital for treatment.  A preliminary investigation revealed that the fully loaded container truck (JJJ 125) had a brake failure and crushed  	Negative
    Iyana ipaja, Araromi, Goye intersection, Dopemu underneath the bridge down to Cement is looking good. Goye intersection inward Alaguntan Alimosho road Akiwowo, Moshalasi in and out are good.	Positive
Falomo roundabout inward bourdillon is good to go.   Slight delay at Alexander roundabout while it is a good movement towards Gerrard.   The stretch of awolowo road is good asides from the slight delay at the alternation points.	Positive
CMS Bridge to Odunlami Street to connect  Campus mini stadium, Ganiyu Smith down to Obalende is calm. Tinubu street to Tinubu square is good.         	Positive
The 3 people involved have been confirmed dead while Officers of      and other Agencies are on ground doing the needful.       	Positive
Slow and steady movement connecting Adekunle enroute Olowu.  Slightly slow on Obalende bridge but  good to Onikan bridge.  Osborne Rd is ok, slight delay approaching the intersection.       	Positive
Adeniji, Ilenjo to Adekunle, 3rd Mainland bridge is calm  Return journey from Adekunle 3rd Mainland bridge is busy but steady inward Adeniji, to LAWMA  Ascending Simpson bridge to connect Osborne is okay   Sura, Sangrous to High court is in good shape.	Positive
Movement from cele in Ago junction is slow but moving while the return journey back to pako is in good shape for now.   Movement from oke afa enroute pako,kogberegbe,omonide, ishaga,college,Aye inward limca is busy but moving due to the	Positive
        Marwa to Ikate is good while Ikate to  Chisco is slightly busy but busier from Chisco to Jakande as a result of  high influx into Femi okunnu.	Positive
The stretch of Abule egba-Ajegunle corridor in and out is good to go  Abule egba inward Oja Oba underneath jubilee bridge enroute Charity is moving steadily but gets better inward Abbattoir.   Descending Jubilee bridge from Super inward Abule Egba is still busy due to fuel queue	Positive
        Traffic is gd in/out of VI.  Ahmadu Bello is gd; Adeola Odeku is gd; Adetokunbo Ademola is gd; Ajose Adeogun is gd; Akin Adesola is gd; Aboyade Cole is gd.        	Neutral
